Gene,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-6b,Hw2-6c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-6a,Wt2-6b,Wt2-6c
AK812_SmicGene2049,75,77,88,91,81,33,51,32,42,60,23
AK812_SmicGene20544,142,199,184,143,165,119,118,75,89,188,62
AK812_SmicGene20806,17,28,34,23,36,9,28,11,11,23,7
AK812_SmicGene20960,397,468,467,396,342,171,224,156,169,302,108
AK812_SmicGene20981,33,39,38,36,31,14,21,13,11,33,9
AK812_SmicGene21003,10,10,10,15,11,7,7,11,16,27,5
AK812_SmicGene21062,63,65,41,44,41,17,24,25,16,27,9
AK812_SmicGene21080,11,13,26,20,35,12,20,9,7,25,12
AK812_SmicGene21211,21,32,37,20,26,24,12,25,27,58,19
AK812_SmicGene21937,16,24,27,14,8,5,6,3,7,12,4
AK812_SmicGene22034,101,125,105,73,48,37,46,36,24,63,23
AK812_SmicGene22262,3,3,5,6,12,37,6,24,20,58,24
AK812_SmicGene22269,14,24,16,13,5,0,6,0,0,1,0
AK812_SmicGene22306,74,124,110,136,114,40,69,40,45,94,28
AK812_SmicGene22430,38,61,60,37,59,10,27,19,19,47,11
AK812_SmicGene22656,183,226,227,195,190,129,147,137,126,285,98
AK812_SmicGene23207,16,11,17,17,22,1,6,3,3,2,5
AK812_SmicGene23574,71,98,105,74,74,44,62,46,43,103,33
AK812_SmicGene23595,3,0,1,1,0,1,0,1,4,3,2
AK812_SmicGene2419,116,148,121,124,151,57,103,61,76,132,48
AK812_SmicGene24373,213,241,271,243,245,72,148,72,74,139,41
AK812_SmicGene24476,71,104,77,44,44,29,39,29,21,61,11
AK812_SmicGene24524,2,6,6,17,11,6,20,3,11,16,7
AK812_SmicGene24564,0,0,0,0,0,13,6,5,10,18,0
AK812_SmicGene24679,3,5,4,1,2,0,3,0,0,0,0
AK812_SmicGene24741,9,13,16,7,8,2,12,1,2,4,1
AK812_SmicGene25061,63,63,60,50,40,17,27,17,16,37,7
AK812_SmicGene25379,217,218,272,230,278,91,174,97,110,223,82
AK812_SmicGene25430,72,90,69,72,73,28,53,34,29,58,19
AK812_SmicGene25898,53,58,52,27,21,29,19,31,34,59,19
AK812_SmicGene26211,22,41,38,48,32,13,20,9,11,22,10
AK812_SmicGene26829,7,16,22,10,24,4,14,13,10,25,13
AK812_SmicGene26895,239,310,293,208,340,77,185,54,74,151,49
AK812_SmicGene26898,102,131,137,130,147,57,81,33,41,95,44
AK812_SmicGene28,50,61,65,39,51,35,40,16,33,60,12
AK812_SmicGene28199,100,130,101,131,106,66,81,65,62,125,46
AK812_SmicGene28286,84,93,92,92,107,71,77,65,56,131,47
AK812_SmicGene28609,184,211,194,120,105,138,93,103,126,224,88
AK812_SmicGene28881,39,67,63,41,43,13,35,13,12,18,15
AK812_SmicGene28950,103,120,131,112,131,21,74,39,44,124,32
AK812_SmicGene29814,25,23,13,16,18,2,8,1,4,5,6
AK812_SmicGene29927,11,20,22,14,10,12,11,8,4,20,10
AK812_SmicGene30020,1,4,1,8,2,3,1,4,4,1,6
AK812_SmicGene30278,44,69,58,48,25,13,26,16,20,46,8
AK812_SmicGene30486,324,405,410,177,169,260,155,216,211,396,166
AK812_SmicGene31484,293,271,228,219,269,152,243,208,188,305,106
AK812_SmicGene31537,281,386,372,343,338,182,238,207,196,391,125
AK812_SmicGene31550,28,26,21,13,7,7,6,1,3,4,3
AK812_SmicGene31628,140,146,129,117,84,27,61,39,43,93,25
AK812_SmicGene31801,20,37,20,72,64,37,61,51,39,86,36
AK812_SmicGene32143,34,42,45,25,31,13,18,12,8,28,8
AK812_SmicGene32175,29,40,37,68,93,19,68,30,42,94,21
AK812_SmicGene32534,50,74,63,51,61,73,55,64,66,158,54
AK812_SmicGene33142,250,336,406,228,453,173,281,119,154,349,85
AK812_SmicGene33164,174,198,196,188,214,65,122,78,66,150,38
AK812_SmicGene33715,16,19,32,29,38,51,45,25,31,66,18
AK812_SmicGene33896,115,137,139,135,162,82,110,100,113,163,69
AK812_SmicGene34204,87,128,99,128,174,121,134,147,136,285,103
AK812_SmicGene34441,15,13,19,20,23,4,20,10,11,35,9
AK812_SmicGene34649,5,8,3,4,9,19,11,10,14,25,6
AK812_SmicGene34664,64,89,76,90,113,27,86,32,35,74,35
AK812_SmicGene34941,257,270,221,193,212,101,126,113,117,225,77
AK812_SmicGene3557,0,1,4,0,3,5,6,9,9,31,8
AK812_SmicGene35803,15,11,10,10,11,4,7,16,23,40,12
AK812_SmicGene36,35,39,30,25,27,1,15,7,6,19,6
AK812_SmicGene36189,26,57,32,43,41,47,28,38,52,86,32
AK812_SmicGene36363,14,17,16,13,11,3,6,1,2,9,2
AK812_SmicGene36391,22,30,23,20,23,21,9,28,18,48,17
AK812_SmicGene36418,113,122,93,93,97,49,77,55,54,121,35
AK812_SmicGene37141,84,117,86,87,92,66,68,62,69,148,39
AK812_SmicGene37382,188,229,235,230,282,67,170,71,66,114,45
AK812_SmicGene37972,62,73,68,75,55,29,53,32,35,69,36
AK812_SmicGene38714,14,16,25,15,9,4,6,2,5,3,4
AK812_SmicGene38747,79,109,114,104,153,61,84,62,56,144,45
AK812_SmicGene39686,124,154,142,160,163,85,145,51,80,178,66
AK812_SmicGene39795,23,34,19,29,28,18,12,16,22,35,12
AK812_SmicGene39947,42,54,42,31,48,17,44,15,17,39,16
AK812_SmicGene41491,83,78,64,47,41,26,38,21,26,53,18
AK812_SmicGene41654,106,106,79,84,72,34,58,47,54,104,23
AK812_SmicGene4195,63,84,81,78,61,29,44,21,23,52,24
AK812_SmicGene42205,15,10,11,5,7,1,1,2,2,6,1
AK812_SmicGene42282,26,33,19,26,23,17,17,17,23,48,20
AK812_SmicGene42478,333,450,454,263,370,150,260,160,152,315,93
AK812_SmicGene42885,39,42,38,30,40,34,35,33,35,49,14
AK812_SmicGene434,5,7,3,3,5,3,3,3,7,17,4
AK812_SmicGene43432,4,6,3,3,4,2,3,7,10,17,5
AK812_SmicGene43485,118,183,169,91,174,183,92,133,128,301,130
AK812_SmicGene43656,72,107,120,28,37,37,45,38,25,65,19
AK812_SmicGene44292,0,0,0,0,0,0,0,0,27,52,52
AK812_SmicGene4925,4,0,2,3,4,4,6,6,3,15,0
AK812_SmicGene494,26,27,18,10,7,9,11,5,8,12,5
AK812_SmicGene5213,34,25,28,23,63,29,37,37,25,52,15
AK812_SmicGene5452,9,20,22,14,24,10,13,23,20,26,8
AK812_SmicGene5663,26,34,48,18,66,26,37,26,29,55,11
AK812_SmicGene5925,58,90,73,108,121,53,112,46,33,101,28
AK812_SmicGene5978,51,60,46,65,51,16,35,27,24,77,30
AK812_SmicGene617,6,6,19,11,8,1,7,3,5,10,3
AK812_SmicGene6745,83,115,100,75,90,34,45,36,35,58,19
AK812_SmicGene6889,52,54,82,41,92,60,57,47,48,65,41
AK812_SmicGene7068,59,37,44,15,21,17,11,17,15,30,6
AK812_SmicGene7686,12,6,5,12,9,4,9,7,9,24,6
AK812_SmicGene7786,72,79,94,184,266,33,153,31,51,129,96
AK812_SmicGene7918,151,188,182,148,173,117,112,82,79,215,94
AK812_SmicGene8098,91,90,82,72,82,34,51,26,36,50,21
AK812_SmicGene845,15,22,12,9,9,1,10,2,3,3,4
AK812_SmicGene8477,27,38,51,31,47,24,31,22,23,51,16
AK812_SmicGene8686,259,319,308,220,252,104,185,106,147,243,85
AK812_SmicGene8970,73,119,129,78,132,40,72,38,61,115,35
AK812_SmicGene9044,133,160,147,263,268,80,167,78,92,218,69
AK812_SmicGene916,44,61,56,44,33,10,27,3,9,12,4
AKHSDH1,135,102,122,159,138,68,91,95,93,162,70
AKHSDH2,116,97,90,91,99,18,47,21,19,33,23
akr1a1b,95,94,81,83,63,29,39,25,28,62,16
AKR2A,383,343,335,251,301,216,267,350,300,594,214
AKR2B,130,150,166,130,153,43,83,58,66,125,44
AKR4C9,186,275,222,144,153,136,121,127,157,311,108
AKT1,312,401,377,287,326,73,224,84,80,187,69
AKT5,27,45,50,26,53,30,37,24,42,55,17
AL1,248,311,284,233,283,89,178,100,89,244,75
ALA3,12,17,7,8,8,30,7,27,26,61,23
ALA7,26,33,36,34,32,16,25,15,12,21,13
ALATS,82,103,79,55,89,65,65,81,94,181,94
ald,226,249,244,203,258,93,142,91,65,135,40
ALDH6A1,102,137,110,87,82,41,64,51,37,97,27
ALDH8A1,18,20,24,19,29,5,16,9,3,15,3
ALDOB,38,43,44,21,26,10,15,5,14,22,8
alg13,113,163,149,106,105,57,88,58,42,147,32
alkK,238,303,256,188,255,110,163,113,112,291,103
ALMA1,218,270,235,147,179,157,142,143,182,356,108
ALMA6,182,184,229,131,241,72,134,85,82,144,30
ALP1,88,136,119,84,114,25,63,17,35,74,14
alr2987,68,88,90,41,94,39,54,42,38,92,19
alr3912,32,51,36,41,46,11,20,7,6,24,5
ALTA7,13,16,9,6,5,5,10,16,7,33,10
AMC9,28,42,46,26,18,5,20,14,4,18,5
ampD,176,256,220,238,276,169,182,125,133,300,110
Ampd2,87,95,88,68,88,51,56,56,46,111,31
amt-1,263,343,330,249,257,120,198,115,105,264,78
AMT1-3,480,434,436,341,393,164,293,213,164,295,125
amtB,57,64,70,55,70,40,42,21,24,46,22
AMY1,315,377,422,276,395,154,209,179,173,398,121
AMY1.2,112,175,206,65,213,53,129,65,66,113,48
amyB,193,251,242,184,249,116,161,83,91,173,80
Amyrel,73,92,79,69,70,47,62,47,64,125,44
Amz1,139,175,129,120,96,31,64,33,34,79,32
AMZ2,63,81,77,63,102,30,56,36,44,83,38
AN1805,94,109,95,93,94,41,56,54,50,76,20
angel,309,308,347,313,365,236,308,261,297,582,220
ANKHD1,77,91,94,117,101,57,78,65,68,129,45
ANKRD11,31,45,46,27,47,5,12,7,11,15,3
Ankrd13c,44,43,56,54,44,59,38,44,39,82,37
ANKRD28,129,148,127,80,93,17,40,27,32,52,31
ANKRD37,40,35,42,27,47,41,26,43,34,92,13
ANKRD46,154,138,148,150,140,60,94,67,41,130,38
Ano10,69,69,67,53,61,0,30,6,12,15,10
ANO5,87,112,122,77,124,70,75,36,51,113,43
ANO9,43,53,42,54,56,26,37,23,19,68,15
ANS,26,36,27,10,22,11,14,8,11,19,12
ANT1,352,423,324,275,316,173,213,164,134,344,94
ANX2,21,12,12,10,12,17,12,9,11,34,12
ANXA4,247,361,335,298,304,84,207,69,72,136,58
AOX1,16,29,22,13,36,21,29,20,13,43,10
AOX1A,148,162,142,302,298,119,201,128,131,269,92
ap1b1,31,53,58,43,69,13,40,7,10,23,7
AP1M1,30,37,30,19,30,18,11,15,16,36,11
AP4M,13,25,27,9,18,8,10,10,6,17,4
apf9,82,122,140,98,99,51,67,40,32,91,27
aprA,164,179,193,194,230,117,158,130,116,281,101
APUM3,388,468,549,417,506,173,317,185,197,381,147
APUM6,91,93,123,42,84,27,57,35,33,81,24
APX1,242,288,302,193,261,62,142,65,57,168,40
APX3,63,46,50,19,16,1,4,0,1,1,0
APX5,157,177,149,63,88,48,63,58,53,151,41
APX8,102,133,127,94,99,29,68,59,32,86,35
APY,83,100,109,45,47,40,35,31,37,65,27
AQP1,190,240,242,220,231,146,175,143,141,271,101
AQPA,25,19,19,21,16,11,11,23,14,35,15
aqpB,23,27,19,37,30,12,22,19,19,37,12
aquIMA,0,2,2,1,1,2,2,4,2,7,1
ARB_02390,104,130,121,79,107,79,77,85,93,178,52
ARB_03789,57,68,64,36,63,55,53,59,57,107,33
arf3,245,220,194,387,468,233,429,372,348,545,195
arf4,616,569,548,482,527,175,369,193,187,421,147
arfA,440,347,301,200,266,77,175,106,87,185,78
Arfgef1,12,19,19,3,33,12,24,16,17,30,6
argS,124,147,145,92,122,47,84,58,59,99,46
ARI11,26,25,19,25,22,17,19,28,14,41,15
ARI5,84,85,87,81,56,58,55,70,52,119,35
Armc6,7,3,3,3,5,1,3,4,12,10,5
ARP4,68,72,59,59,67,31,61,40,48,80,32
ARP6,104,136,159,43,61,39,55,38,44,76,20
ARPC1B,29,41,29,25,28,21,20,22,40,47,23
arsC,90,104,105,99,120,46,80,54,64,131,32
arsH,20,22,18,19,14,24,19,31,30,50,17
asah-2,302,316,306,200,249,166,152,159,185,346,93
Asb14,5,6,7,2,5,6,7,2,6,14,3
ASB2,80,119,104,106,137,97,88,77,86,213,66
ASB3,286,402,359,243,250,100,176,106,111,227,99
asd,207,215,234,237,258,87,167,98,103,195,58
ASK4,231,273,254,196,284,82,176,109,141,243,65
aspA,51,75,81,73,86,1,55,0,3,6,3
Asrgl1,6,9,8,6,23,0,9,4,3,8,0
At1g07170,76,56,53,39,52,11,32,11,12,28,9
At1g09620,327,472,463,232,278,97,176,105,95,216,75
At1g11540,51,51,52,49,38,9,26,12,14,38,12
At1g11960,166,201,232,183,171,82,97,88,97,177,60
At1g12300,65,63,58,49,36,55,41,56,42,80,32
At1g12500,120,151,129,110,135,53,77,63,73,133,46
At1g12775,77,87,85,92,89,27,69,30,34,60,21
At1g18010,56,83,82,79,73,4,48,6,8,14,7
At1g21780,152,147,148,85,108,37,76,45,48,89,29
At1g27530,139,162,127,92,82,36,46,39,26,64,19
At1g31820,12,13,19,14,15,7,12,4,3,12,6
At1g31830,58,87,92,55,59,33,40,45,63,102,46
At1g34500,74,103,114,142,132,87,123,82,94,197,59
At1g35710,0,6,2,0,2,1,2,1,1,6,0
At1g51965,98,144,152,85,176,97,120,72,86,165,46
At1g53660,229,235,240,190,177,84,157,102,102,213,51
At1g55760,41,67,66,43,53,25,28,10,28,41,13
At1g62910,109,118,139,77,121,49,91,48,59,109,25
At1g62930,157,186,164,160,195,82,148,84,94,216,63
At1g63080,26,42,21,22,25,10,20,28,18,50,14
At1g63130,5,4,7,6,6,3,6,3,5,7,4
At1g63330,6,4,3,3,4,4,4,2,8,11,3
At1g63400,107,147,138,111,115,77,90,77,81,175,71
At1g67300,72,109,82,74,77,58,50,51,53,116,28
At1g67325,215,252,291,193,241,90,158,97,115,218,83
At1g73020,227,298,254,199,280,113,178,122,119,242,90
At1g78280,42,48,50,25,30,32,29,22,30,64,23
At2g16880,46,60,63,43,58,16,44,13,20,46,13
At2g19790,241,152,148,147,180,36,120,59,48,85,39
At2g23950,18,37,51,17,26,7,16,7,11,32,6
At2g25737,62,61,59,135,126,50,85,34,49,88,35
At2g25790,69,102,80,86,101,113,72,60,60,149,41
At2g28450,111,117,98,93,119,71,90,92,87,195,48
At2g29580,190,240,246,197,224,125,180,151,143,327,91
At2g32040,175,186,242,168,151,53,126,45,81,151,39
At2g32560,82,93,108,122,196,112,142,75,69,165,40
At2g33840,63,63,80,196,258,634,354,724,735,1415,230
At2g35920,29,26,39,23,58,25,33,26,30,63,33
At2g44920,37,39,32,30,30,18,23,10,12,24,8
At2g45640,41,38,38,45,31,25,28,13,14,45,13
At3g03300,3,7,3,3,8,7,8,6,5,17,6
At3g04130,21,16,30,19,19,8,11,7,13,14,5
At3g06920,168,208,199,199,195,142,134,128,138,303,69
At3g07100,155,228,203,237,281,127,201,124,129,267,84
At3g15020,42,59,40,43,42,27,35,20,21,66,12
At3g17800,49,49,55,23,43,11,29,14,13,37,10
At3g19950,163,160,153,118,121,68,71,84,80,215,52
At3g21360,30,37,32,28,45,24,37,24,29,74,22
At3g22470,66,107,95,88,97,46,60,50,56,128,42
At3g28040,97,125,119,72,57,41,42,28,21,52,15
At3g45870,34,44,35,53,75,14,33,29,23,59,10
At3g47120,235,218,195,232,269,150,168,190,177,312,127
At3g58530,65,92,92,68,88,33,59,44,39,105,24
At3g62310,70,126,119,83,101,27,60,27,34,66,19
At3g63330,160,191,199,113,158,65,112,58,58,95,39
At4g04670,16,31,39,32,26,2,14,6,8,16,7
At4g08455,49,49,51,50,34,7,24,13,6,28,10
At4g09760,54,43,28,56,62,30,44,22,23,45,19
At4g15470,63,89,100,73,55,13,43,20,13,54,30
At4g21250,64,89,78,20,29,54,27,68,53,106,34
At4g29530,105,80,88,82,91,47,68,44,68,142,43
At4g30220,110,106,133,95,111,30,55,32,29,37,16
At4g32390,33,56,49,48,44,62,35,41,39,86,39
At4g32640,159,222,208,177,251,163,160,156,127,315,92
At4g32950,93,133,122,94,140,44,93,58,61,110,48
At4g34450,187,263,245,184,309,124,193,114,113,245,69
At4g39280,303,304,243,268,295,101,175,124,94,170,41
At5g05820,47,46,34,42,37,30,47,44,34,70,19
At5g06550,300,308,236,176,132,4,51,18,8,23,8
At5g08180,47,57,50,49,35,19,33,14,11,37,12
At5g10020,93,97,139,29,105,109,70,64,78,200,62
At5g25050,187,271,282,174,209,119,153,168,179,384,101
At5g26710,193,241,198,280,284,111,214,106,101,258,79
At5g36290,38,52,43,45,45,29,37,26,29,60,14
At5g39980,65,79,90,57,41,13,33,26,13,32,7
At5g45370,98,104,114,74,88,112,88,84,108,234,76
At5g51130,41,34,36,36,52,15,20,9,17,30,8
At5g56900,61,64,67,38,40,9,28,20,18,38,15
At5g61990,117,138,145,151,190,95,128,84,82,204,66
At5g62930,114,124,108,111,93,28,70,47,26,74,30
At5g63440,54,48,56,51,63,23,33,22,21,39,13
atad-3,41,52,52,38,59,0,33,1,1,2,2
atad3-a,40,58,42,36,38,1,30,1,2,3,1
ATG101,43,45,28,42,34,16,27,23,14,28,16
ATG3,174,184,145,118,153,37,92,22,29,58,19
ATG7,84,72,77,76,71,41,49,65,62,130,37
atg9,1245,1124,995,881,967,307,607,370,412,749,258
ATL14,122,90,92,93,94,32,68,43,37,71,19
ATL41,0,5,5,1,0,30,7,37,29,70,18
ATL5,89,89,107,80,69,20,68,34,37,86,12
ATL73,116,110,102,92,104,25,74,39,58,103,21
ATL79,25,42,19,22,27,8,19,10,5,7,3
ATM,150,239,248,194,267,57,171,71,63,182,49
ATP13A4,5,15,7,10,11,34,10,22,32,67,32
ATP1A4,93,114,94,109,99,63,87,48,59,95,28
Atp5b,257,281,324,262,337,138,223,141,130,307,84
ATP5C1,31,45,51,40,42,14,46,17,30,42,13
Atp7b,37,42,44,18,22,15,19,12,14,26,4
ATP8B1,5,11,14,9,12,14,8,3,5,18,9
ATP8B2,201,237,198,228,199,88,148,113,118,244,85
ATPAF2,65,71,75,75,49,23,27,35,32,82,19
Atpalpha,23,27,29,21,38,31,27,28,25,47,15
ATR2,101,130,146,96,75,2,40,8,14,45,36
atsA,12,16,9,5,7,4,11,4,4,6,2
Atxn3,176,214,169,240,235,77,170,95,99,228,63
atzF,40,44,39,49,59,50,41,64,48,103,23
aurkb,52,70,54,70,93,45,72,47,68,132,43
aurkb-a,65,74,82,64,76,27,45,32,29,57,13
ausM,16,25,11,18,16,13,19,12,17,40,15
AY601_4021,118,163,154,131,142,99,119,75,103,196,79
AZG1,52,99,121,67,67,60,64,34,56,102,46
B''BETA,505,578,506,613,589,158,370,175,195,433,133
B3GALT5,41,32,25,12,10,6,14,13,7,22,6
B3GLCT,26,30,18,8,8,16,9,12,10,13,7
Bace2,222,205,224,212,291,133,185,151,178,281,99
BACOVA_02645,126,143,155,102,103,35,91,28,27,58,27
bah,183,199,156,163,181,93,126,117,101,258,93
BAK1,11,15,14,7,25,4,10,9,9,10,3
bamB,102,107,105,61,77,30,52,55,40,66,26
BASS2,208,230,233,172,160,45,116,37,46,106,32
BASS4,168,223,230,182,186,75,155,89,103,191,63
Bbs4,1320,1732,1731,1325,1501,823,1056,785,762,1483,512
BBS7,229,261,273,207,281,57,154,64,61,123,48
BBX19,220,238,269,176,167,80,117,60,78,151,40
bcas2,23,27,27,71,65,20,53,29,18,48,8
BCAT2,574,703,684,375,544,357,374,265,316,620,156
Bckdk,37,43,43,35,49,4,32,13,12,14,6
bcp1,34,34,41,35,50,14,41,24,24,40,7
BCS1,62,69,75,55,44,26,31,26,25,56,7
BDH1,24,23,26,7,13,10,10,9,7,11,5
beg,40,62,39,42,44,9,25,22,20,21,10
BGL1B,29,34,21,17,20,25,16,21,31,67,10
bglA,86,144,145,108,119,19,59,16,22,60,18
bglB,252,316,306,145,197,81,150,75,56,182,70
BGLU42,6,7,4,1,2,2,3,3,4,5,6
BHLH140,249,322,340,213,234,101,175,132,137,321,72
BIG4,224,251,251,193,208,103,137,155,104,269,76
bimG,19,16,14,12,7,4,13,4,4,15,3
BIO2,22,33,44,22,27,0,23,3,2,8,7
bioC,30,32,43,36,39,8,18,12,11,21,11
bkdA,222,228,227,165,198,77,143,81,88,165,37
Bm1_04115,92,105,76,74,103,21,50,24,28,60,21
BMS1,2802,2878,2377,2074,1808,1619,2229,1826,1715,2725,1330
BOB1,130,156,140,116,140,69,79,65,65,162,47
bor,12,20,16,12,9,5,11,11,12,26,9
bos1,54,56,49,72,62,27,45,26,28,76,19
BP80,341,476,506,393,499,148,337,247,205,450,165
bre-4,19,36,23,17,19,18,21,19,14,38,14
BRIX1,186,219,174,223,224,85,137,83,85,164,68
BRPF1,114,159,169,97,103,143,98,150,195,364,139
BRR2C,31,53,45,45,40,45,39,29,36,64,21
BSAL_77750,14,15,18,5,11,8,12,5,5,12,4
BSL1,105,135,163,122,170,87,100,69,94,164,54
bsp6IM,281,374,380,331,436,189,272,189,187,417,118
BT_0258,75,96,112,63,94,11,37,19,25,31,19
BT4,53,41,57,52,36,17,36,14,17,37,7
BTBD2,39,48,36,44,34,29,31,42,41,58,18
Btf3,87,116,114,53,44,28,34,35,31,80,24
btf3l4,50,66,81,52,69,27,37,20,23,43,19
BTU1,322,330,363,390,537,228,385,258,310,381,210
bud20,89,97,73,74,71,23,45,28,29,57,15
BUD31,108,116,119,87,114,48,58,45,42,84,29
Bug22,211,249,261,211,253,99,133,101,88,169,45
BURPS1710b_2304,33,49,27,87,63,50,47,38,45,72,21
BXL4,98,135,170,99,116,105,99,66,79,189,71
bxlB,152,209,165,108,136,80,99,55,60,153,45
C23G10.1,68,71,77,56,38,14,23,11,7,27,4
C28H8.4,22,34,24,18,33,9,17,9,12,36,10
C42C1.13,315,360,380,264,341,144,215,136,145,311,111
Ca-alpha1D,23,39,32,21,23,6,21,13,17,32,14
CA14,50,58,92,61,50,42,43,34,38,74,39
Cabp1,50,51,46,59,78,42,73,68,78,161,63
CACNA1S,0,2,0,0,1,0,0,0,1,1,1
CAD2,371,503,485,249,252,137,181,94,106,272,86
caf1,9,30,42,16,75,31,42,35,26,73,27
CAF1-10,6,1,8,3,2,1,3,0,3,2,1
calA,67,90,63,68,60,21,40,20,27,53,15
Calmodulin,34,53,55,49,47,15,38,17,21,40,17
CALS5,101,134,115,13,17,13,19,26,18,45,29
camD,28,36,57,31,48,6,26,11,10,17,1
CAMF1,475,371,327,433,539,209,402,211,204,434,153
Camk1g,13,8,14,3,3,1,9,4,7,19,14
CAMK2A,60,69,59,41,37,19,24,16,16,34,8
CAND1,103,100,97,76,71,25,44,34,35,73,22
Cant1,48,73,57,78,103,49,53,44,46,130,38
Capn1,46,58,50,38,20,22,21,24,31,44,26
Capn8,165,192,184,165,158,38,101,53,45,133,35
Capn9,32,46,40,36,32,26,24,40,28,61,23
casA,58,83,64,54,55,38,40,70,99,123,47
Caskin1,4,10,6,6,8,2,5,12,9,8,2
CASKIN2,207,220,237,182,225,169,171,133,130,231,50
CASTOR,325,354,408,279,358,147,247,138,192,331,162
CAT1,1,2,2,2,2,9,2,7,5,20,21
CAT2,10,15,9,13,20,2,11,3,5,5,2
CAT9,43,44,46,78,67,21,39,27,34,57,32
CATB,320,450,402,302,351,175,244,122,141,314,100
catD,104,124,132,87,111,38,88,36,48,103,38
cbg-1,9,12,10,7,20,8,10,7,8,19,7
cbh,169,207,201,126,111,33,81,34,32,60,33
cbh2,45,43,46,42,62,49,62,38,53,96,26
cbhA,98,99,107,79,103,74,72,62,60,113,31
cbhB,144,204,190,115,152,106,129,90,127,193,46
CBP3,34,57,39,20,40,18,33,21,32,76,21
Cbr3,8,4,5,1,2,1,2,0,2,3,0
CBSDUF5,62,97,65,79,75,54,67,49,53,101,43
CBWD6,30,39,33,29,35,16,20,28,24,38,12
CCA1,87,102,104,96,121,40,65,37,38,74,20
CCB4,24,29,25,25,29,3,18,12,10,23,3
CCC1,226,253,245,218,303,79,179,92,88,173,75
Ccdc104,34,58,77,41,74,74,76,45,61,128,32
ccdc124,124,118,111,136,118,34,70,39,45,66,28
CCDC13,451,543,579,297,403,419,324,394,400,893,246
ccdc135,3,5,9,4,8,8,7,9,7,21,6
Ccdc151,88,87,71,47,45,77,59,71,81,225,62
CCDC19,30,38,37,29,41,8,28,10,16,20,8
ccdc25,47,79,54,70,62,50,57,36,30,82,24
Ccdc38,76,98,115,107,179,105,107,87,84,172,67
Ccdc40,29,32,39,22,27,27,20,14,14,43,12
Ccdc65,164,208,192,335,330,143,233,142,131,289,101
CCNA2,102,131,126,67,147,77,108,65,87,159,67
ccp-1,265,329,325,355,415,159,271,193,181,416,117
CCR4,54,62,68,51,42,55,28,65,52,115,45
CCR4-1,109,120,122,231,229,75,142,80,85,136,53
CCRP1,232,293,352,277,354,159,196,150,161,306,105
CCS1,253,288,263,242,260,57,139,60,57,127,34
ccsA,128,164,197,135,175,59,122,50,70,148,43
cct-5,58,59,61,31,69,25,44,27,28,42,15
cct4,317,352,338,327,325,127,233,135,144,276,94
CCT6A,528,600,585,559,710,149,370,156,167,299,100
cdc-14,18,26,29,16,24,8,17,8,13,20,5
CDC123,2,3,6,1,10,6,6,4,2,7,6
CDC14,267,318,312,246,249,104,186,94,89,195,66
Cdc14b,85,104,115,71,109,81,75,67,67,127,61
cdc22,104,155,129,113,99,58,60,67,57,122,45
CDC25,72,68,65,48,31,28,26,15,26,57,21
Cdc27,103,158,144,142,142,84,92,61,75,146,68
CDC28,20,23,25,23,38,26,19,18,22,38,16
CDC33,98,114,119,90,144,67,85,79,96,151,53
CDC73,252,304,295,262,266,84,199,77,84,159,45
Cdk1,139,138,130,106,109,0,47,1,1,1,3
Cdk10,48,53,72,50,66,22,47,26,29,52,29
cdk20,326,408,381,273,282,132,211,145,113,211,95
CDKA-1,255,327,314,133,211,153,162,158,133,288,91
CDKB2-1,69,67,88,46,31,7,21,7,10,24,6
Cdkn3,5,4,12,9,11,3,8,5,3,10,1
CDO1,15,22,9,8,7,2,2,0,3,2,0
ce2C,25,33,38,30,36,11,25,8,9,18,5
Cel,116,144,111,110,99,124,113,116,155,277,115
cel3,44,45,61,42,53,17,35,13,20,28,8
celB,254,314,273,198,227,58,108,48,55,112,39
CELF1,43,63,48,34,30,29,36,41,33,52,23
cep170b,112,141,146,84,95,3,58,8,8,19,20
CES2,46,67,60,50,44,1,21,3,5,10,4
CETN3,30,46,36,34,20,17,25,3,12,14,8
cfa,77,88,58,145,157,36,94,48,60,119,38
CFAP251,141,182,214,174,175,123,139,104,122,255,72
cfap36,55,48,41,48,54,11,36,19,19,27,7
CFAP44,63,67,107,49,113,91,66,64,74,146,46
CFAP46,153,164,150,124,128,33,76,34,43,67,32
Cfap57,45,65,89,53,51,20,42,19,18,33,18
CFAP74,313,435,454,336,411,90,253,91,99,214,69
CG1090,70,78,110,55,50,35,55,53,75,152,36
CG11985,110,107,92,91,117,23,79,23,41,71,18
CG17486,17,18,12,11,20,7,8,13,17,27,8
CG3570,163,146,140,136,140,71,98,66,59,88,28
CG4502,196,206,208,173,186,73,118,75,73,140,48
CG5038,16,23,12,38,24,22,14,17,29,52,11
CG6353,8,13,14,15,16,14,21,15,19,42,9
CGI_10006889,27,54,36,38,41,34,26,23,31,71,26
CGI_10009638,15,13,11,5,7,16,11,12,11,30,11
cgt,281,328,339,269,293,142,193,125,150,302,93
Ch25h,40,44,38,43,42,39,34,48,47,63,14
Chc,34,47,32,19,23,8,23,16,15,29,4
Chdh,146,188,224,158,190,71,123,66,80,171,56
Chek2,68,74,70,88,106,74,63,71,61,130,34
cheR,31,48,37,58,97,30,57,26,33,89,39
